Recording_ID,Genus,Specific_epithet,English_name,Vocalization_type
509336,Cuculus,canorus,Common Cuckoo,"call, male, song"
182336,Cuculus,canorus,Common Cuckoo,"male, song"
314459,Cuculus,canorus,Common Cuckoo,"call, male, song"
240968,Cuculus,canorus,Common Cuckoo,"call, female, song"
333259,Cuculus,canorus,Common Cuckoo,"call, female, male, song"
420632,Cuculus,canorus,Common Cuckoo,"male, song"
317900,Cuculus,canorus,Common Cuckoo,"male, song"
472280,Cuculus,canorus,Common Cuckoo,"call, flight call, male, song"
269707,Cuculus,canorus,Common Cuckoo,"male, song"
233333,Cuculus,canorus,Common Cuckoo,"male, song"
412445,Cuculus,canorus,Common Cuckoo,"call, female, male, song"
182292,Cuculus,canorus,Common Cuckoo,"male, song"
511616,Cuculus,canorus,Common Cuckoo,"male, song"
289720,Cuculus,canorus,Common Cuckoo,"male, song"
436412,Cuculus,canorus,Common Cuckoo,"call, male, song"
285268,Cuculus,canorus,Common Cuckoo,"call, male, song"
289717,Cuculus,canorus,Common Cuckoo,"male, song"
187866,Sylvia,curruca,Lesser Whitethroat,"male, song"
194094,Sylvia,curruca,Lesser Whitethroat,"call, male, song"
298285,Sylvia,curruca,Lesser Whitethroat,"male, song"
206538,Sylvia,curruca,Lesser Whitethroat,"male, song"
198328,Sylvia,curruca,Lesser Whitethroat,"male, song"
187048,Sylvia,curruca,Lesser Whitethroat,"male, song"
180994,Sylvia,curruca,Lesser Whitethroat,"call, male, song"
187841,Sylvia,curruca,Lesser Whitethroat,"male, song"
206642,Sylvia,curruca,Lesser Whitethroat,"male, song"
187050,Sylvia,curruca,Lesser Whitethroat,"male, song"
187053,Sylvia,curruca,Lesser Whitethroat,"male, song"
215587,Sylvia,curruca,Lesser Whitethroat,"male, song"
265611,Sylvia,curruca,Lesser Whitethroat,"male, song"
194096,Sylvia,curruca,Lesser Whitethroat,"male, song"
481250,Sylvia,curruca,Lesser Whitethroat,"male, song"
195110,Sylvia,curruca,Lesser Whitethroat,"male, song"
206527,Sylvia,curruca,Lesser Whitethroat,"male, song"
206643,Sylvia,curruca,Lesser Whitethroat,"male, song"
187834,Sylvia,curruca,Lesser Whitethroat,"male, song"
187848,Sylvia,curruca,Lesser Whitethroat,"male, song"
478213,Sylvia,curruca,Lesser Whitethroat,"alarm call, call, female, juvenile, male, song"
187895,Sylvia,curruca,Lesser Whitethroat,"male, song"
206640,Sylvia,curruca,Lesser Whitethroat,"male, song"
180991,Sylvia,curruca,Lesser Whitethroat,"call, male, song"
379857,Sylvia,curruca,Lesser Whitethroat,"male, song"
194097,Sylvia,curruca,Lesser Whitethroat,"call, male, song"
265612,Sylvia,curruca,Lesser Whitethroat,"male, song"
509357,Sylvia,curruca,Lesser Whitethroat,"adult, male, song"
187374,Sylvia,curruca,Lesser Whitethroat,"male, song"
168219,Sylvia,curruca,Lesser Whitethroat,"male, song"
187839,Sylvia,curruca,Lesser Whitethroat,"flight call, male, song"
187849,Sylvia,curruca,Lesser Whitethroat,"male, song"
187375,Sylvia,curruca,Lesser Whitethroat,"male, song"
247588,Sylvia,curruca,Lesser Whitethroat,"male, song"
168220,Sylvia,curruca,Lesser Whitethroat,"male, song"
139181,Sylvia,curruca,Lesser Whitethroat,"male, song"
187847,Sylvia,curruca,Lesser Whitethroat,"male, song"
132245,Sylvia,curruca,Lesser Whitethroat,"call, male, song"
379858,Sylvia,curruca,Lesser Whitethroat,"male, song"
194095,Sylvia,curruca,Lesser Whitethroat,"call, male, song"
187894,Sylvia,curruca,Lesser Whitethroat,"male, song"
187049,Sylvia,curruca,Lesser Whitethroat,"male, song"
187370,Sylvia,curruca,Lesser Whitethroat,"male, song"
356508,Loxia,curvirostra,Red Crossbill,"chitter call, excitement call, flight call, male, song"
239586,Loxia,curvirostra,Red Crossbill,"alarm call, call, female, flight call, male, song"
298837,Loxia,curvirostra,Red Crossbill,"call, female, flight call, male, song"
290265,Loxia,curvirostra,Red Crossbill,"call, male, song"
239595,Loxia,curvirostra,Red Crossbill,"alarm call, call, female, flight call, male, song"
118352,Loxia,curvirostra,Red Crossbill,"male, subsong"
348970,Loxia,curvirostra,Red Crossbill,"female, male, song"
298384,Loxia,curvirostra,Red Crossbill,"call, female, flight call, male, song"
163546,Loxia,curvirostra,Red Crossbill,"call, female, male, song"
163550,Loxia,curvirostra,Red Crossbill,"call, female, male, song"
404158,Loxia,curvirostra,Red Crossbill,"male, song"
404430,Loxia,curvirostra,Red Crossbill,"female, flight call, male, song"
239593,Loxia,curvirostra,Red Crossbill,"alarm call, call, female, flight call, male, song"
402035,Loxia,curvirostra,Red Crossbill,"flight call, male, quiet song"
403933,Loxia,curvirostra,Red Crossbill,"excitement call, flight call, male, song"
169542,Loxia,curvirostra,Red Crossbill,"adult male, song"
298621,Loxia,curvirostra,Red Crossbill,"call, female, flight call, male, song"
172800,Loxia,curvirostra,Red Crossbill,"call, female, male, song"
352743,Loxia,curvirostra,Red Crossbill,"male, song"
365038,Loxia,curvirostra,Red Crossbill,"male, song"
403554,Loxia,curvirostra,Red Crossbill,"excitement call, male, song"
298344,Loxia,curvirostra,Red Crossbill,"call, female, flight call, male, song"
180154,Loxia,curvirostra,Red Crossbill,"call, male, song"
520026,Loxia,curvirostra,Red Crossbill,"male, song"
180152,Loxia,curvirostra,Red Crossbill,"call, male, song"
167707,Loxia,curvirostra,Red Crossbill,"excitement call, male, song"
403558,Loxia,curvirostra,Red Crossbill,"male, song"
165020,Loxia,curvirostra,Red Crossbill,"male, song"
405643,Loxia,curvirostra,Red Crossbill,"flight call, male, song"
322420,Loxia,curvirostra,Red Crossbill,"male, song"
356507,Loxia,curvirostra,Red Crossbill,"call, male, song"
168068,Loxia,curvirostra,Red Crossbill,"adult male, song"
298836,Loxia,curvirostra,Red Crossbill,"call, female, flight call, male, song"
239597,Loxia,curvirostra,Red Crossbill,"alarm call, call, female, flight call, male, song"
351874,Loxia,curvirostra,Red Crossbill,"male, song"
239587,Loxia,curvirostra,Red Crossbill,"alarm call, call, female, flight call, male, song"
534105,Loxia,curvirostra,Red Crossbill,"adult, call, excitement call, male, song"
239588,Loxia,curvirostra,Red Crossbill,"alarm call, call, female, flight call, male, song"
357346,Loxia,curvirostra,Red Crossbill,"call, male, song"
118353,Loxia,curvirostra,Red Crossbill,"male, subsong"
251985,Loxia,curvirostra,Red Crossbill,"call, female, male, song"
354570,Loxia,curvirostra,Red Crossbill,"male, song"
298340,Loxia,curvirostra,Red Crossbill,"call, female, flight call, male, song"
394184,Emberiza,hortulana,Ortolan Bunting,"male, song"
135797,Emberiza,hortulana,Ortolan Bunting,"male, song"
255443,Emberiza,hortulana,Ortolan Bunting,"male, song"
179647,Emberiza,hortulana,Ortolan Bunting,"male, song"
177454,Emberiza,hortulana,Ortolan Bunting,"male, song"
494729,Emberiza,hortulana,Ortolan Bunting,"call, male, song"
317575,Emberiza,hortulana,Ortolan Bunting,"male, song"
190926,Emberiza,hortulana,Ortolan Bunting,"male, song"
534535,Emberiza,hortulana,Ortolan Bunting,"adult, male, song"
134116,Emberiza,hortulana,Ortolan Bunting,"male, song"
478618,Emberiza,hortulana,Ortolan Bunting,"male, song"
482551,Emberiza,hortulana,Ortolan Bunting,"male, song"
134115,Emberiza,hortulana,Ortolan Bunting,"male, song"
316710,Emberiza,hortulana,Ortolan Bunting,"male, song"
395523,Emberiza,hortulana,Ortolan Bunting,"male, song"
138854,Emberiza,hortulana,Ortolan Bunting,"call, male, song"
181710,Emberiza,hortulana,Ortolan Bunting,"male, song"
394179,Emberiza,hortulana,Ortolan Bunting,"male, song"
315960,Emberiza,hortulana,Ortolan Bunting,"call, male, song"
394190,Emberiza,hortulana,Ortolan Bunting,"male, song"
200462,Emberiza,hortulana,Ortolan Bunting,"male, song"
139182,Emberiza,hortulana,Ortolan Bunting,"male, song"
519565,Emberiza,hortulana,Ortolan Bunting,"male, song"
182248,Emberiza,hortulana,Ortolan Bunting,"male, song"
240251,Emberiza,hortulana,Ortolan Bunting,"male, song"
317574,Emberiza,hortulana,Ortolan Bunting,"male, song"
134258,Emberiza,hortulana,Ortolan Bunting,"male, song"
414943,Emberiza,hortulana,Ortolan Bunting,"adult, male, song"
190927,Emberiza,hortulana,Ortolan Bunting,"male, song"
284879,Emberiza,hortulana,Ortolan Bunting,"male, song"
233703,Emberiza,hortulana,Ortolan Bunting,"male, song"
394182,Emberiza,hortulana,Ortolan Bunting,"male, song"
135615,Emberiza,hortulana,Ortolan Bunting,"call, male, song"
314193,Emberiza,hortulana,Ortolan Bunting,"call, male, song"
182249,Emberiza,hortulana,Ortolan Bunting,"male, song"
323842,Emberiza,hortulana,Ortolan Bunting,"male, song"
519567,Emberiza,hortulana,Ortolan Bunting,"male, song"
394189,Emberiza,hortulana,Ortolan Bunting,"male, song"
317572,Emberiza,hortulana,Ortolan Bunting,"male, song"
477122,Emberiza,hortulana,Ortolan Bunting,"male, song"
323838,Emberiza,hortulana,Ortolan Bunting,"male, song"
329315,Emberiza,hortulana,Ortolan Bunting,"male, song"
296092,Emberiza,hortulana,Ortolan Bunting,"male, song"
319735,Carpodacus,erythrinus,Common Rosefinch,"male, song"
309536,Carpodacus,erythrinus,Common Rosefinch,"male, song"
199489,Carpodacus,erythrinus,Common Rosefinch,"male, song"
199242,Carpodacus,erythrinus,Common Rosefinch,"male, song"
519991,Carpodacus,erythrinus,Common Rosefinch,"male, song"
253155,Carpodacus,erythrinus,Common Rosefinch,"male, song"
248039,Carpodacus,erythrinus,Common Rosefinch,"male, song"
136660,Carpodacus,erythrinus,Common Rosefinch,"male, song"
197158,Carpodacus,erythrinus,Common Rosefinch,"male, song"
416770,Carpodacus,erythrinus,Common Rosefinch,"female, male, song"
420491,Carpodacus,erythrinus,Common Rosefinch,"alarm call, male, song"
246419,Carpodacus,erythrinus,Common Rosefinch,"male, song"
374390,Carpodacus,erythrinus,Common Rosefinch,"male, song"
415553,Carpodacus,erythrinus,Common Rosefinch,"male, song"
270385,Carpodacus,erythrinus,Common Rosefinch,"male, song"
211629,Carpodacus,erythrinus,Common Rosefinch,"call, female, male, song"
310153,Carpodacus,erythrinus,Common Rosefinch,"male, song"
367308,Carpodacus,erythrinus,Common Rosefinch,"male, song"
415119,Carpodacus,erythrinus,Common Rosefinch,"male, song"
287597,Carpodacus,erythrinus,Common Rosefinch,"male, song"
199287,Carpodacus,erythrinus,Common Rosefinch,"male, song"
505445,Carpodacus,erythrinus,Common Rosefinch,"adult, male, song"
204986,Carpodacus,erythrinus,Common Rosefinch,"male, song"
187731,Carpodacus,erythrinus,Common Rosefinch,"male, song"
426294,Carpodacus,erythrinus,Common Rosefinch,"male, song"
204984,Carpodacus,erythrinus,Common Rosefinch,"male, song"
247484,Carpodacus,erythrinus,Common Rosefinch,"male, song"
204983,Carpodacus,erythrinus,Common Rosefinch,"male, song"
279010,Carpodacus,erythrinus,Common Rosefinch,"male, song"
264048,Carpodacus,erythrinus,Common Rosefinch,"call, male, song"
476464,Carpodacus,erythrinus,Common Rosefinch,"male, song"
318859,Carpodacus,erythrinus,Common Rosefinch,"male, song"
475684,Carpodacus,erythrinus,Common Rosefinch,"male, song"
377328,Carpodacus,erythrinus,Common Rosefinch,"male, song"
248119,Carpodacus,erythrinus,Common Rosefinch,"male, song"
274741,Carpodacus,erythrinus,Common Rosefinch,"male, song"
477362,Carpodacus,erythrinus,Common Rosefinch,"male, song"
383558,Carpodacus,erythrinus,Common Rosefinch,"juvenile, male, song"
234674,Carpodacus,erythrinus,Common Rosefinch,"male, song"
520019,Carpodacus,erythrinus,Common Rosefinch,"male, song"
236434,Carpodacus,erythrinus,Common Rosefinch,"male, song"
340705,Carpodacus,erythrinus,Common Rosefinch,"male, song"
209110,Carpodacus,erythrinus,Common Rosefinch,"male, song"
418700,Athene,noctua,Little Owl,"male, song"
306422,Athene,noctua,Little Owl,"call, female, male, song"
302940,Athene,noctua,Little Owl,"call, female, male, song"
306578,Athene,noctua,Little Owl,"call, female, male, song"
385235,Athene,noctua,Little Owl,"male, song"
302945,Athene,noctua,Little Owl,"call, female, male, song"
356086,Athene,noctua,Little Owl,"male, song"
356292,Athene,noctua,Little Owl,"male, song"
135729,Athene,noctua,Little Owl,"female, male, song"
196473,Athene,noctua,Little Owl,"male, song"
302944,Athene,noctua,Little Owl,"call, female, male, song"
306569,Athene,noctua,Little Owl,"call, female, male, song"
121559,Athene,noctua,Little Owl,"call, female, male, song"
306418,Athene,noctua,Little Owl,"call, female, male, song"
356551,Athene,noctua,Little Owl,"male, song"
385240,Athene,noctua,Little Owl,"male, song"
306567,Athene,noctua,Little Owl,"call, female, male, song"
121558,Athene,noctua,Little Owl,"call, female, male, song"
306421,Athene,noctua,Little Owl,"call, female, male, song"
302938,Athene,noctua,Little Owl,"call, female, male, song"
535386,Athene,noctua,Little Owl,"adult, call, male, song"
356550,Athene,noctua,Little Owl,"male, song"
302937,Athene,noctua,Little Owl,"call, female, male, song"
306572,Athene,noctua,Little Owl,"call, female, male, song"
356471,Athene,noctua,Little Owl,"call, male, song"
361752,Athene,noctua,Little Owl,"male, song"
356470,Athene,noctua,Little Owl,"male, song"
306420,Athene,noctua,Little Owl,"call, female, male, song"
306417,Athene,noctua,Little Owl,"call, female, male, song"
306575,Athene,noctua,Little Owl,"call, female, male, song"
402735,Athene,noctua,Little Owl,"male, song"
306574,Athene,noctua,Little Owl,"call, female, male, song"
306570,Athene,noctua,Little Owl,"call, female, male, song"
303357,Athene,noctua,Little Owl,"call, female, male, song"
385239,Athene,noctua,Little Owl,"male, song"
535628,Athene,noctua,Little Owl,"adult, female, male, mating, song"
121557,Athene,noctua,Little Owl,"call, female, male, song"
356552,Athene,noctua,Little Owl,"male, song"
306579,Athene,noctua,Little Owl,"call, female, male, song"
302943,Athene,noctua,Little Owl,"call, female, male, song"
306566,Athene,noctua,Little Owl,"call, female, male, song"
302942,Athene,noctua,Little Owl,"call, female, male, song"
306577,Athene,noctua,Little Owl,"call, female, male, song"
322634,Crex,crex,Corn Crake,"male, song"
324434,Crex,crex,Corn Crake,"male, song"
178677,Crex,crex,Corn Crake,"male, song"
140477,Crex,crex,Corn Crake,"call, female, song"
254825,Crex,crex,Corn Crake,"male, song"
178827,Crex,crex,Corn Crake,"male, song"
178720,Crex,crex,Corn Crake,"male, song"
178826,Crex,crex,Corn Crake,"male, song"
417244,Crex,crex,Corn Crake,"male, song"
421803,Crex,crex,Corn Crake,"male, song"
178678,Crex,crex,Corn Crake,"male, song"
82069,Crex,crex,Corn Crake,"female, song"
417058,Crex,crex,Corn Crake,"male, song"
254376,Crex,crex,Corn Crake,"male, song"
241959,Crex,crex,Corn Crake,"male, song"
313663,Crex,crex,Corn Crake,"male, song"
54835,Crex,crex,Corn Crake,Female song and call
372482,Crex,crex,Corn Crake,"male, song"
143528,Crex,crex,Corn Crake,"male, song"
178676,Crex,crex,Corn Crake,"male, song"
424811,Crex,crex,Corn Crake,"call, male, song"
239220,Crex,crex,Corn Crake,"call, male, song"
178828,Crex,crex,Corn Crake,"male, song"
134653,Crex,crex,Corn Crake,"male, song"
209247,Crex,crex,Corn Crake,"male, song"
247798,Crex,crex,Corn Crake,"male, song"
185520,Crex,crex,Corn Crake,"male, song, two males"
324433,Crex,crex,Corn Crake,"male, song"
136181,Crex,crex,Corn Crake,"male, song"
313673,Crex,crex,Corn Crake,"male, song"
134657,Crex,crex,Corn Crake,"male, song"
116906,Crex,crex,Corn Crake,"male, song"
178829,Crex,crex,Corn Crake,"male, song"
313658,Crex,crex,Corn Crake,"male, song"
481574,Crex,crex,Corn Crake,"male, song"
326329,Crex,crex,Corn Crake,"male, song"
241975,Crex,crex,Corn Crake,"male, song"
178092,Crex,crex,Corn Crake,"male, song"
178824,Crex,crex,Corn Crake,"male, song"
54732,Crex,crex,Corn Crake,Female song and call
178716,Crex,crex,Corn Crake,"male, song"
105477,Crex,crex,Corn Crake,female song and call 
178830,Crex,crex,Corn Crake,"male, song"
302020,Acrocephalus,schoenobaenus,Sedge Warbler,"male, song"
306236,Acrocephalus,schoenobaenus,Sedge Warbler,"male, song"
177335,Acrocephalus,schoenobaenus,Sedge Warbler,"male, song"
135844,Acrocephalus,schoenobaenus,Sedge Warbler,"male, song"
199530,Acrocephalus,schoenobaenus,Sedge Warbler,"male, song"
215926,Acrocephalus,schoenobaenus,Sedge Warbler,"male, song"
142158,Acrocephalus,schoenobaenus,Sedge Warbler,"male, song"
142462,Acrocephalus,schoenobaenus,Sedge Warbler,"male, song"
401798,Acrocephalus,schoenobaenus,Sedge Warbler,"call, male, song"
473773,Acrocephalus,schoenobaenus,Sedge Warbler,"male, song"
264050,Acrocephalus,schoenobaenus,Sedge Warbler,"male, song"
120663,Acrocephalus,schoenobaenus,Sedge Warbler,"male, song"
374567,Acrocephalus,schoenobaenus,Sedge Warbler,"male, song"
139579,Acrocephalus,schoenobaenus,Sedge Warbler,"male, song"
177170,Acrocephalus,schoenobaenus,Sedge Warbler,"male, song"
253275,Acrocephalus,schoenobaenus,Sedge Warbler,"male, song"
317838,Acrocephalus,schoenobaenus,Sedge Warbler,"male, song"
367375,Acrocephalus,schoenobaenus,Sedge Warbler,"male, song"
199074,Acrocephalus,schoenobaenus,Sedge Warbler,"male, song"
473782,Acrocephalus,schoenobaenus,Sedge Warbler,"male, song"
172460,Acrocephalus,schoenobaenus,Sedge Warbler,"male, song"
264051,Acrocephalus,schoenobaenus,Sedge Warbler,"male, song"
125857,Acrocephalus,schoenobaenus,Sedge Warbler,"male, song"
143119,Acrocephalus,schoenobaenus,Sedge Warbler,"male, song"
181203,Acrocephalus,schoenobaenus,Sedge Warbler,"male, song"
142811,Acrocephalus,schoenobaenus,Sedge Warbler,"male, song"
350029,Acrocephalus,schoenobaenus,Sedge Warbler,"male, song"
135843,Acrocephalus,schoenobaenus,Sedge Warbler,"male, song"
269810,Acrocephalus,schoenobaenus,Sedge Warbler,"male, song"
131073,Acrocephalus,schoenobaenus,Sedge Warbler,"male, song"
120666,Acrocephalus,schoenobaenus,Sedge Warbler,"male, song"
264052,Acrocephalus,schoenobaenus,Sedge Warbler,"male, song"
245749,Acrocephalus,schoenobaenus,Sedge Warbler,"male, song"
483858,Acrocephalus,schoenobaenus,Sedge Warbler,"male, song"
194319,Acrocephalus,schoenobaenus,Sedge Warbler,"male, song"
120664,Acrocephalus,schoenobaenus,Sedge Warbler,"male, song"
418078,Acrocephalus,schoenobaenus,Sedge Warbler,"male, song"
264049,Acrocephalus,schoenobaenus,Sedge Warbler,"male, song"
125848,Acrocephalus,schoenobaenus,Sedge Warbler,"male, song"
311009,Acrocephalus,schoenobaenus,Sedge Warbler,"male, song"
199505,Acrocephalus,schoenobaenus,Sedge Warbler,"male, song"
139575,Acrocephalus,schoenobaenus,Sedge Warbler,"male, song"
199288,Acrocephalus,schoenobaenus,Sedge Warbler,"male, song"
421799,Acrocephalus,palustris,Marsh Warbler,"male, song"
190925,Acrocephalus,palustris,Marsh Warbler,"male, song"
140652,Acrocephalus,palustris,Marsh Warbler,"male, song"
194054,Acrocephalus,palustris,Marsh Warbler,"male, song"
142090,Acrocephalus,palustris,Marsh Warbler,"male, song"
142430,Acrocephalus,palustris,Marsh Warbler,"male, song"
478620,Acrocephalus,palustris,Marsh Warbler,"male, song"
481968,Acrocephalus,palustris,Marsh Warbler,"female, song"
183727,Acrocephalus,palustris,Marsh Warbler,"male, song"
198325,Acrocephalus,palustris,Marsh Warbler,"imitation, male, song"
477860,Acrocephalus,palustris,Marsh Warbler,"male, song"
198322,Acrocephalus,palustris,Marsh Warbler,"imitation, male, song"
142750,Acrocephalus,palustris,Marsh Warbler,"male, song"
416866,Acrocephalus,palustris,Marsh Warbler,"male, mimicry, song"
421802,Acrocephalus,palustris,Marsh Warbler,"male, song"
198324,Acrocephalus,palustris,Marsh Warbler,"imitation, male, song"
181503,Acrocephalus,palustris,Marsh Warbler,"male, song"
484826,Acrocephalus,palustris,Marsh Warbler,"male, song"
142749,Acrocephalus,palustris,Marsh Warbler,"male, song"
183731,Acrocephalus,palustris,Marsh Warbler,"male, song"
422009,Acrocephalus,palustris,Marsh Warbler,"male, song"
142637,Acrocephalus,palustris,Marsh Warbler,"male, song"
143116,Acrocephalus,palustris,Marsh Warbler,"male, song"
142601,Acrocephalus,palustris,Marsh Warbler,"male, song"
198323,Acrocephalus,palustris,Marsh Warbler,"imitation, male, song"
293260,Acrocephalus,palustris,Marsh Warbler,"male, song"
419411,Acrocephalus,palustris,Marsh Warbler,"male, song"
492395,Acrocephalus,palustris,Marsh Warbler,"male, song"
318212,Acrocephalus,palustris,Marsh Warbler,"male, song"
187728,Acrocephalus,palustris,Marsh Warbler,"male, song"
194055,Acrocephalus,palustris,Marsh Warbler,"male, song"
181504,Acrocephalus,palustris,Marsh Warbler,"male, song"
183661,Acrocephalus,palustris,Marsh Warbler,"male, song"
143115,Acrocephalus,palustris,Marsh Warbler,"male, song"
181506,Acrocephalus,palustris,Marsh Warbler,"male, song"
486838,Acrocephalus,palustris,Marsh Warbler,"male, song"
141159,Acrocephalus,palustris,Marsh Warbler,"male, song"
283220,Acrocephalus,palustris,Marsh Warbler,"male, song"
421801,Acrocephalus,palustris,Marsh Warbler,"male, song"
142748,Acrocephalus,palustris,Marsh Warbler,"male, song"
199254,Acrocephalus,palustris,Marsh Warbler,"male, song"
136666,Acrocephalus,palustris,Marsh Warbler,"male, song"
484824,Acrocephalus,palustris,Marsh Warbler,"male, song"
407190,Periparus,ater,Coal Tit,"male, song, soud of wings"
192874,Periparus,ater,Coal Tit,"call, male, song"
508119,Periparus,ater,Coal Tit,"adult, female, male, mating, song"
244262,Periparus,ater,Coal Tit,"male, song"
132599,Periparus,ater,Coal Tit,"male, song"
132600,Periparus,ater,Coal Tit,"male, song"
508056,Periparus,ater,Coal Tit,"adult, call, male, song"
531605,Periparus,ater,Coal Tit,"adult, male, song"
179900,Periparus,ater,Coal Tit,"call, male, song"
255452,Periparus,ater,Coal Tit,"male, song"
480461,Periparus,ater,Coal Tit,"male, song"
200234,Periparus,ater,Coal Tit,"call, female, male, song"
167520,Periparus,ater,Coal Tit,"female, male, song"
297641,Periparus,ater,Coal Tit,"male, song"
480460,Periparus,ater,Coal Tit,"male, song"
235081,Periparus,ater,Coal Tit,"male, song"
167515,Periparus,ater,Coal Tit,"female, male, song"
533942,Periparus,ater,Coal Tit,"adult, male, song"
138230,Periparus,ater,Coal Tit,"male, song"
180735,Periparus,ater,Coal Tit,"male, song"
446627,Periparus,ater,Coal Tit,"alarm call, call, female, male, song"
135301,Periparus,ater,Coal Tit,"male, song"
188599,Periparus,ater,Coal Tit,"call, male, song"
132601,Periparus,ater,Coal Tit,"male, song"
201149,Periparus,ater,Coal Tit,"call, male, song"
299903,Periparus,ater,Coal Tit,"call, male, song"
401809,Periparus,ater,Coal Tit,"male, song"
481753,Periparus,ater,Coal Tit,"male, song"
300987,Periparus,ater,Coal Tit,"male, song"
180736,Periparus,ater,Coal Tit,"male, song"
266555,Periparus,ater,Coal Tit,"male, song"
167517,Periparus,ater,Coal Tit,"call, female, male, song"
170201,Periparus,ater,Coal Tit,"male, song"
177661,Periparus,ater,Coal Tit,"call, male, song"
167522,Periparus,ater,Coal Tit,"female, male, song"
529916,Periparus,ater,Coal Tit,"male, song"
132598,Periparus,ater,Coal Tit,"male, song"
278853,Periparus,ater,Coal Tit,"male, song"
447710,Periparus,ater,Coal Tit,"male, song"
161753,Periparus,ater,Coal Tit,"male, song"
278852,Periparus,ater,Coal Tit,"male, song"
133105,Periparus,ater,Coal Tit,"male, song"
533939,Periparus,ater,Coal Tit,"adult, male, song"
412511,Phylloscopus,sibilatrix,Wood Warbler,"male, song"
437221,Phylloscopus,sibilatrix,Wood Warbler,"male, song"
178226,Phylloscopus,sibilatrix,Wood Warbler,"male, song"
313793,Phylloscopus,sibilatrix,Wood Warbler,"male, song"
215588,Phylloscopus,sibilatrix,Wood Warbler,"male, song"
240237,Phylloscopus,sibilatrix,Wood Warbler,"call, male, song"
415112,Phylloscopus,sibilatrix,Wood Warbler,"male, song"
437222,Phylloscopus,sibilatrix,Wood Warbler,"male, song"
289045,Phylloscopus,sibilatrix,Wood Warbler,"male, song"
471084,Phylloscopus,sibilatrix,Wood Warbler,"male, song"
415111,Phylloscopus,sibilatrix,Wood Warbler,"male, song"
438241,Phylloscopus,sibilatrix,Wood Warbler,"male, song"
285402,Phylloscopus,sibilatrix,Wood Warbler,"male, song"
367719,Phylloscopus,sibilatrix,Wood Warbler,"male, song"
415110,Phylloscopus,sibilatrix,Wood Warbler,"male, song"
463279,Phylloscopus,sibilatrix,Wood Warbler,"male, song"
199485,Phylloscopus,sibilatrix,Wood Warbler,"male, song"
480286,Phylloscopus,sibilatrix,Wood Warbler,"call, male, song"
285395,Phylloscopus,sibilatrix,Wood Warbler,"call, male, song"
375573,Phylloscopus,sibilatrix,Wood Warbler,"abberant song, male, song"
177771,Phylloscopus,sibilatrix,Wood Warbler,"male, song"
253848,Phylloscopus,sibilatrix,Wood Warbler,"male, song"
289023,Phylloscopus,sibilatrix,Wood Warbler,"male, song"
246532,Phylloscopus,sibilatrix,Wood Warbler,"call, male, song"
438945,Phylloscopus,sibilatrix,Wood Warbler,"male, song"
135264,Phylloscopus,sibilatrix,Wood Warbler,"call, male, song"
386326,Phylloscopus,sibilatrix,Wood Warbler,"male, song"
178222,Phylloscopus,sibilatrix,Wood Warbler,"call, male, song"
166026,Phylloscopus,sibilatrix,Wood Warbler,"male, song"
422096,Phylloscopus,sibilatrix,Wood Warbler,"male, song"
314970,Phylloscopus,sibilatrix,Wood Warbler,"call, male, song"
215620,Phylloscopus,sibilatrix,Wood Warbler,"male, song"
289012,Phylloscopus,sibilatrix,Wood Warbler,"male, song"
288131,Phylloscopus,sibilatrix,Wood Warbler,"male, song"
251937,Phylloscopus,sibilatrix,Wood Warbler,"male, song"
481082,Phylloscopus,sibilatrix,Wood Warbler,"call, flight call, male, song"
199323,Phylloscopus,sibilatrix,Wood Warbler,"male, song"
134220,Phylloscopus,sibilatrix,Wood Warbler,"call, male, song"
412981,Phylloscopus,sibilatrix,Wood Warbler,"male, song"
133157,Phylloscopus,sibilatrix,Wood Warbler,"male, song"
132619,Phylloscopus,sibilatrix,Wood Warbler,"male, song"
133099,Phylloscopus,sibilatrix,Wood Warbler,"male, song"
479467,Phylloscopus,sibilatrix,Wood Warbler,"male, song"
468675,Emberiza,schoeniclus,Common Reed Bunting,"male, song"
190768,Emberiza,schoeniclus,Common Reed Bunting,"male, song"
504424,Emberiza,schoeniclus,Common Reed Bunting,"male, song"
405962,Emberiza,schoeniclus,Common Reed Bunting,"male, song"
130278,Emberiza,schoeniclus,Common Reed Bunting,"male, song"
142077,Emberiza,schoeniclus,Common Reed Bunting,"male, song"
480695,Emberiza,schoeniclus,Common Reed Bunting,"male, song"
484705,Emberiza,schoeniclus,Common Reed Bunting,"male, song"
189931,Emberiza,schoeniclus,Common Reed Bunting,"male, song"
314255,Emberiza,schoeniclus,Common Reed Bunting,"male, song"
480694,Emberiza,schoeniclus,Common Reed Bunting,"male, song"
309185,Emberiza,schoeniclus,Common Reed Bunting,"male, song"
309181,Emberiza,schoeniclus,Common Reed Bunting,"male, song"
367920,Emberiza,schoeniclus,Common Reed Bunting,"male, song"
408507,Emberiza,schoeniclus,Common Reed Bunting,"male, song"
519723,Emberiza,schoeniclus,Common Reed Bunting,"male, song"
239998,Emberiza,schoeniclus,Common Reed Bunting,"male, song"
478187,Emberiza,schoeniclus,Common Reed Bunting,"male, song"
317788,Emberiza,schoeniclus,Common Reed Bunting,"male, song"
141521,Emberiza,schoeniclus,Common Reed Bunting,"male, song"
511799,Emberiza,schoeniclus,Common Reed Bunting,"male, song"
